user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AtH2023_SRR8655120_MAG54	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	GCA_012511005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__DTU089 sp012511005	87.05	0.309	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035647555.1, s__DTU089 sp035647555, 95.0, 82.63, 0.171	61.2	11	0.98557	N/A
AtH2023_SRR8960109_MAG11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	56.63	11	0.98473	N/A
AtH2023_SRR8960112_MAG09	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__Scatovivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__Scatovivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.3	11	0.94745	N/A
AtH2023_SRR8960112_MAG10	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.96	11	0.99333	N/A
AtH2023_SRR8960150_MAG14	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.75	11	0.971	N/A
AtH2023_SRR8960154_MAG09	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.99	11	0.96872	N/A
AtH2023_SRR8960201_MAG01	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.61	11	0.93993	N/A
AtH2023_SRR8960203_MAG17	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.25	11	0.93991	N/A
AtH2023_SRR8960211_MAG36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SIG526;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SIG526;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.44	11	0.97137	N/A
AtH2023_SRR8960211_MAG61	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	95.29	11	0.81974	N/A
AtH2023_SRR8960211_MAG78	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.83	11	0.92815	N/A
AtH2023_SRR8960237_MAG7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.6	11	0.99221	N/A
AtH2023_SRR8960256_MAG12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.07	11	0.97335	N/A
AtH2023_SRR8960265_MAG4	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.74	11	0.96283	N/A
AtH2023_SRR8960303_MAG11	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 86.71, 0.217; GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 85.84, 0.229	81.24	11	0.99022	N/A
AtH2023_SRR8960403_MAG03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022771625.1, s__Prevotella sp022771625, 95.0, 88.28, 0.353; GCA_945869265.1, s__Prevotella sp945869265, 95.0, 88.18, 0.36; GCA_945830345.1, s__Prevotella sp945830345, 95.0, 87.22, 0.277; GCA_022775105.1, s__Prevotella sp022775105, 95.0, 85.81, 0.156	75.26	11	0.99129	N/A
AtH2023_SRR8960431_MAG12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_945946745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp945946745	88.01	0.372	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.56	11	0.99286	N/A
AtH2023_SRR8960451_MAG12	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 85.11, 0.245; GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 85.04, 0.232	78.73	11	0.98999	N/A
AtH2023_SRR8960473_MAG11	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	N/A	N/A	N/A	N/A	N/A	GCA_022776785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp022776785	89.55	0.367	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004556985.1, s__Ventricola sp004556985, 95.0, 85.77, 0.153	93.31	11	0.98506	N/A
AtH2023_SRR8960486_MAG07	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.21	11	0.96422	N/A
AtH2023_SRR8960512_MAG4	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	67.57	11	0.964	N/A
AtH2023_SRR8960530_MAG18	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 86.56, 0.274; GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 85.35, 0.264	92.89	11	0.99015	N/A
AtH2023_SRR8960591_MAG24	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022782265.1, s__Limivicinus sp022782265, 95.0, 90.37, 0.528; GCA_946061515.1, s__Limivicinus sp946061515, 95.0, 89.37, 0.467; GCA_022787565.1, s__Limivicinus sp022787565, 95.0, 88.68, 0.436	84.15	11	0.9921	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8960594_MAG05	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.37	11	0.99332	N/A
AtH2023_SRR8960621_MAG16	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.91	11	0.95139	N/A
AtH2023_SRR8960631_MAG01	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.49	11	0.94023	N/A
AtH2023_SRR8960634_MAG14	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.25	11	0.92844	N/A
AtH2023_SRR8960639_MAG04	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_945949735.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp945949735	90.42	0.302	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004555705.1, s__Faecousia sp004555705, 95.0, 89.73, 0.267	78.16	11	0.99601	N/A
AtH2023_SRR8960679_MAG11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022782265.1, s__Limivicinus sp022782265, 95.0, 90.3, 0.534; GCA_946061515.1, s__Limivicinus sp946061515, 95.0, 89.48, 0.477; GCA_022787565.1, s__Limivicinus sp022787565, 95.0, 88.4, 0.447	95.85	11	0.9919	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8960705_MAG17	d__Bacteria;p__Bacillota;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__UBA7702;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__UBA7702;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.06	11	0.93289	N/A
AtH2023_SRR8960705_MAG31	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.43	11	0.96592	N/A
AtH2023_SRR8960710_MAG16	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.85	11	0.92838	N/A
AtH2023_SRR8960715_MAG09	d__Bacteria;p__Bacillota;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__UBA7702;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__UBA7702;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.15	11	0.93214	N/A
AtH2023_SRR8960715_MAG10	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG7111;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG7111;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.67	11	0.9505	N/A
AtH2023_SRR8960721_MAG17	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.34	11	0.9932	N/A
AtH2023_SRR8960722_MAG05	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 86.74, 0.226; GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 86.36, 0.23	72.2	11	0.98973	N/A
AtH2023_SRR8960731_MAG14	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 86.55, 0.264; GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 85.11, 0.26	92.02	11	0.9901	N/A
AtH2023_SRR8960733_MAG10	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 86.76, 0.243; GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 86.68, 0.241	84.19	11	0.98999	N/A
AtH2023_SRR8960824_MAG18	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.23	11	0.9647	N/A
AtH2023_SRR8960824_MAG33	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	GCA_004560305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp004560305	90.06	0.615	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945873205.1, s__Limivicinus sp945873205, 95.0, 89.66, 0.554	93.25	11	0.9953	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8960827_MAG22	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CALVUP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CALVUP01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.02	11	0.95222	N/A
AtH2023_SRR8960831_MAG15	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.41	11	0.93843	N/A
AtH2023_SRR8960862_MAG17	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.93	11	0.97952	N/A
AtH2023_SRR8960872_MAG09	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945877405.1, s__Bulleidia sp945877405, 95.0, 85.66, 0.226; GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 85.58, 0.22	77.68	11	0.98994	N/A
AtH2023_SRR8960872_MAG11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945832065.1, s__Faecousia sp945832065, 95.0, 89.45, 0.35; GCA_029225225.1, s__Faecousia sp029225225, 95.0, 87.52, 0.363; GCA_004556205.1, s__Faecousia sp004556205, 95.0, 85.05, 0.228	92.08	11	0.99113	N/A
AtH2023_SRR8960888_MAG15	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	N/A	N/A	N/A	N/A	N/A	GCA_900768675.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900768675	90.98	0.642	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.68	11	0.99437	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8960918_MAG20	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKRRH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKRRH01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	74.7	11	0.94631	N/A
AtH2023_SRR8960921_MAG03	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.51	11	0.95494	N/A
AtH2023_SRR8960921_MAG12	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__JBAMOY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__JBAMOY01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.7	11	0.96732	N/A
AtH2023_SRR8960921_MAG21	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.73	11	0.93036	N/A
AtH2023_SRR8960959_MAG03	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.34	11	0.93928	N/A
